Table,Abbreviation,Description,Column,Normal title,Type,Link expression,TableName____ColumnName____Columndescription
STKTRS,SRT,Stock transactions,QTYALLCOD1,Display allocated,M,,STKTRS___QTYALLCOD1___Display allocated
STKTRS,SRT,Stock transactions,QTYALLSCR1,Display allocated,M,,STKTRS___QTYALLSCR1___Display allocated
STKTRS,SRT,Stock transactions,QTYPCUCOD,Quantity,M,,STKTRS___QTYPCUCOD___Quantity
STKTRS,SRT,Stock transactions,QTYPCUCOD1,Stock PAC,M,,STKTRS___QTYPCUCOD1___Stock PAC
STKTRS,SRT,Stock transactions,QTYPCUSCR,Quantity,M,,STKTRS___QTYPCUSCR___Quantity
STKTRS,SRT,Stock transactions,QTYPCUSCR1,Stock PAC,M,,STKTRS___QTYPCUSCR1___Stock PAC
STKTRS,SRT,Stock transactions,QTYQTUSCR1,Stock STK,M,,STKTRS___QTYQTUSCR1___Stock STK
STKTRS,SRT,Stock transactions,QTYSTUCOD,STK quantity,M,,STKTRS___QTYSTUCOD___STK quantity
STKTRS,SRT,Stock transactions,QTYSTUCOD1,Stock STK,M,,STKTRS___QTYSTUCOD1___Stock STK
STKTRS,SRT,Stock transactions,QTYSTUOCOD,Qty STK of,M,,STKTRS___QTYSTUOCOD___Qty STK of
STKTRS,SRT,Stock transactions,QTYSTUSCR,STK quantity,M,,STKTRS___QTYSTUSCR___STK quantity
STKTRS,SRT,Stock transactions,RENUMCOD,Sequence change,M,,STKTRS___RENUMCOD___Sequence change
STKTRS,SRT,Stock transactions,REOLOCCOD,Subcontract location,M,,STKTRS___REOLOCCOD___Subcontract location
STKTRS,SRT,Stock transactions,REOLOCSCR,Subcontract loc.,M,,STKTRS___REOLOCSCR___Subcontract loc.
STKTRS,SRT,Stock transactions,SCCCODCOD,SSCC code,M,,STKTRS___SCCCODCOD___SSCC code
STKTRS,SRT,Stock transactions,SCCCODSCR,SSCC code,M,,STKTRS___SCCCODSCR___SSCC code
STKTRS,SRT,Stock transactions,SDHTYPCOD,Delivery type,M,,STKTRS___SDHTYPCOD___Delivery type
STKTRS,SRT,Stock transactions,SDHTYPSCR,Delivery type,M,,STKTRS___SDHTYPSCR___Delivery type
STKTRS,SRT,Stock transactions,SERCOD,Starting serial number,M,,STKTRS___SERCOD___Starting serial number
STKTRS,SRT,Stock transactions,SERCOD1,Serial number,M,,STKTRS___SERCOD1___Serial number
STKTRS,SRT,Stock transactions,SERECOD,Ending serial number,M,,STKTRS___SERECOD___Ending serial number
STKTRS,SRT,Stock transactions,SERECOD1,Ending serial number,M,,STKTRS___SERECOD1___Ending serial number
STKTRS,SRT,Stock transactions,SERESCR,Ending serial number,M,,STKTRS___SERESCR___Ending serial number
STKTRS,SRT,Stock transactions,SERESCR1,Ending serial number,M,,STKTRS___SERESCR1___Ending serial number
STKTRS,SRT,Stock transactions,SERORICOD,Original serial,M,,STKTRS___SERORICOD___Original serial
STKTRS,SRT,Stock transactions,SERORISCR,Original serial,M,,STKTRS___SERORISCR___Original serial
STKTRS,SRT,Stock transactions,SERSCR,Starting serial number,M,,STKTRS___SERSCR___Starting serial number
STKTRS,SRT,Stock transactions,SERSCR1,Serial number,M,,STKTRS___SERSCR1___Serial number
STKTRS,SRT,Stock transactions,SHIDATCOD,Ship date,M,,STKTRS___SHIDATCOD___Ship date
STKTRS,SRT,Stock transactions,SHIDATSCR,Ship date,M,,STKTRS___SHIDATSCR___Ship date
STKTRS,SRT,Stock transactions,SHTREO,Shortages on location,M,,STKTRS___SHTREO___Shortages on location
STKTRS,SRT,Stock transactions,SIHNUMCOD,Invoice no.,M,,STKTRS___SIHNUMCOD___Invoice no.
STKTRS,SRT,Stock transactions,SLOCOD,Sublot,M,,STKTRS___SLOCOD___Sublot
STKTRS,SRT,Stock transactions,SLOORICOD,Original s/lot,M,,STKTRS___SLOORICOD___Original s/lot
STKTRS,SRT,Stock transactions,SLOORISCR,Original s/lot,M,,STKTRS___SLOORISCR___Original s/lot
STKTRS,SRT,Stock transactions,SLOSCR,Sublot,M,,STKTRS___SLOSCR___Sublot
STKTRS,SRT,Stock transactions,SPERFLG,Expiration,M,,STKTRS___SPERFLG___Expiration
STKTRS,SRT,Stock transactions,SPOTFLG,Potency,M,,STKTRS___SPOTFLG___Potency
STKTRS,SRT,Stock transactions,SRGPPSCOD,Storage list,M,,STKTRS___SRGPPSCOD___Storage list
STKTRS,SRT,Stock transactions,SRGPPSSCR,Storage list,M,,STKTRS___SRGPPSSCR___Storage list
STKTRS,SRT,Stock transactions,SRGWAIFLG,Receipt at dock,M,,STKTRS___SRGWAIFLG___Receipt at dock
STKTRS,SRT,Stock transactions,SRTDES,Transaction description,A,,STKTRS___SRTDES___Transaction description
STKTRS,SRT,Stock transactions,SRTNUM,Transaction,TRS,,STKTRS___SRTNUM___Transaction
STKTRS,SRT,Stock transactions,SRTTYP,Transaction type,M,,STKTRS___SRTTYP___Transaction type
STKTRS,SRT,Stock transactions,SRTTYPCAR,Alpha no.,A,,STKTRS___SRTTYPCAR___Alpha no.
STKTRS,SRT,Stock transactions,SRUB1FLG,Heading 1,M,,STKTRS___SRUB1FLG___Heading 1
STKTRS,SRT,Stock transactions,SRUB2FLG,Section 2,M,,STKTRS___SRUB2FLG___Section 2
STKTRS,SRT,Stock transactions,SRUB3FLG,Section 3,M,,STKTRS___SRUB3FLG___Section 3
STKTRS,SRT,Stock transactions,SRUB4FLG,Section 4,M,,STKTRS___SRUB4FLG___Section 4
STKTRS,SRT,Stock transactions,STACOD,Status,M,,STKTRS___STACOD___Status
STKTRS,SRT,Stock transactions,STAORICOD,Original status,M,,STKTRS___STAORICOD___Original status
STKTRS,SRT,Stock transactions,STAORISCR,Original status,M,,STKTRS___STAORISCR___Original status
STKTRS,SRT,Stock transactions,STASCR,Status,M,,STKTRS___STASCR___Status
STKTRS,SRT,Stock transactions,STKFLG,Automatic issue,M,,STKTRS___STKFLG___Automatic issue
STKTRS,SRT,Stock transactions,STQDATCOD,Control end date,M,,STKTRS___STQDATCOD___Control end date
STKTRS,SRT,Stock transactions,STUCOD,Stock unit,M,,STKTRS___STUCOD___Stock unit
STKTRS,SRT,Stock transactions,TRAFLG,Log,M,,STKTRS___TRAFLG___Log
STKTRS,SRT,Stock transactions,TRSCOD,Movement code,ADI,[ADI]CODE=14;TRSCOD,STKTRS___TRSCOD___Movement code
STKTRS,SRT,Stock transactions,TRSFAM,Transaction group,ADI,[ADI]CODE=9;TRSFAM,STKTRS___TRSFAM___Transaction group
STKTRS,SRT,Stock transactions,TRSFAMCOD,Stock movement group,M,,STKTRS___TRSFAMCOD___Stock movement group
STKTRS,SRT,Stock transactions,TRSFAMDEF,Transaction group,ADI,[ADI]CODE=9;TRSFAMDEF,STKTRS___TRSFAMDEF___Transaction group
STKTRS,SRT,Stock transactions,TRSFAMSCR,Txn group,M,,STKTRS___TRSFAMSCR___Txn group
STKTRS,SRT,Stock transactions,UOMSAIFLG,UOM entry,M,,STKTRS___UOMSAIFLG___UOM entry
STKTRS,SRT,Stock transactions,UOMSAIFLG1,Enter packing unit,M,,STKTRS___UOMSAIFLG1___Enter packing unit
STKTRS,SRT,Stock transactions,UPDDAT,Change date,D,,STKTRS___UPDDAT___Change date
STKTRS,SRT,Stock transactions,UPDDATTIM,Date time,ADATIM,,STKTRS___UPDDATTIM___Date time
STKTRS,SRT,Stock transactions,UPDUSR,Change user,A,,STKTRS___UPDUSR___Change user
STKTRS,SRT,Stock transactions,VCRFLTCOD,Deactivate filter,M,,STKTRS___VCRFLTCOD___Deactivate filter
STKTRS,SRT,Stock transactions,VCRLINCOD,Journal line,M,,STKTRS___VCRLINCOD___Journal line
STKTRS,SRT,Stock transactions,VCRLINSCR,Journal line,M,,STKTRS___VCRLINSCR___Journal line
STKTRS,SRT,Stock transactions,VCRNUMCOD,Entry,M,,STKTRS___VCRNUMCOD___Entry
STKTRS,SRT,Stock transactions,VCRNUMSCR,Entry,M,,STKTRS___VCRNUMSCR___Entry
STKTRS,SRT,Stock transactions,VCRTYPCOD,Entry type,M,,STKTRS___VCRTYPCOD___Entry type
STKTRS,SRT,Stock transactions,VCRTYPSCR,Entry type,M,,STKTRS___VCRTYPSCR___Entry type
STKTRS,SRT,Stock transactions,VOLCOD,Volume,M,,STKTRS___VOLCOD___Volume
STKTRS,SRT,Stock transactions,VOLSCR,Volume,M,,STKTRS___VOLSCR___Volume
STKTRS,SRT,Stock transactions,WEICOD,Weight,M,,STKTRS___WEICOD___Weight
STKTRS,SRT,Stock transactions,WEICOD1,Weight,M,,STKTRS___WEICOD1___Weight
STKTRS,SRT,Stock transactions,WEISCR,Weight,M,,STKTRS___WEISCR___Weight
STKTRS,SRT,Stock transactions,WEISCR1,Weight,M,,STKTRS___WEISCR1___Weight
STKTRS,SRT,Stock transactions,WRHCOD,Warehouse,M,,STKTRS___WRHCOD___Warehouse
STKTRS,SRT,Stock transactions,WRHCOD1,Line warehouse,M,,STKTRS___WRHCOD1___Line warehouse
STKTRS,SRT,Stock transactions,WRHOBY,Single warehouse,M,,STKTRS___WRHOBY___Single warehouse
STKTRS,SRT,Stock transactions,WRHORICOD,Original whouse,M,,STKTRS___WRHORICOD___Original whouse
STKTRS,SRT,Stock transactions,WRHORISCR,Original whouse,M,,STKTRS___WRHORISCR___Original whouse
STKTRS,SRT,Stock transactions,WRHSCR,Warehouse,M,,STKTRS___WRHSCR___Warehouse
STKTRS,SRT,Stock transactions,WRHSCR1,Line warehouse,M,,STKTRS___WRHSCR1___Line warehouse
STKTRS,SRT,Stock transactions,ZERSTOFLG,Display zero stock lines,M,,STKTRS___ZERSTOFLG___Display zero stock lines
STOCOSTPIT,STPP,Stock FIFO cost PIT,AUUID,Single identifier,AUUID,,STOCOSTPIT___AUUID___Single identifier
STOCOSTPIT,STPP,Stock FIFO cost PIT,CREDATTIM,Date time,ADATIM,,STOCOSTPIT___CREDATTIM___Date time
STOCOSTPIT,STPP,Stock FIFO cost PIT,CREUSR,User,AUS,[AUS]CODUSR=[STPP]CREUSR,STOCOSTPIT___CREUSR___User
STOCOSTPIT,STPP,Stock FIFO cost PIT,CSTCOU,Chronological FIFO costs,DCB,,STOCOSTPIT___CSTCOU___Chronological FIFO costs
STOCOSTPIT,STPP,Stock FIFO cost PIT,CSTDAT,Allocation date,D,,STOCOSTPIT___CSTDAT___Allocation date
STOCOSTPIT,STPP,Stock FIFO cost PIT,CSTTIM,Time,HS,,STOCOSTPIT___CSTTIM___Time
STOCOSTPIT,STPP,Stock FIFO cost PIT,FIYNUM,Fiscal year,C,,STOCOSTPIT___FIYNUM___Fiscal year
STOCOSTPIT,STPP,Stock FIFO cost PIT,ITMREF,Product,ITM,[ITM]ITM0=[STPP]ITMREF,STOCOSTPIT___ITMREF___Product
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERAMTDEV,Total not absorbed,MD1,,STOCOSTPIT___PERAMTDEV___Total not absorbed
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERBEGCST,Beginning value,MD7,,STOCOSTPIT___PERBEGCST___Beginning value
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERBEGQTY,Beginning quantity,QTY,,STOCOSTPIT___PERBEGQTY___Beginning quantity
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERCUMCST,Period total value,MD7,,STOCOSTPIT___PERCUMCST___Period total value
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERCUMQTY,Period total qty.,QTY,,STOCOSTPIT___PERCUMQTY___Period total qty.
STOCOSTPIT,STPP,Stock FIFO cost PIT,PEREND,Period end,D,,STOCOSTPIT___PEREND___Period end
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERENDCST,Ending value,MD7,,STOCOSTPIT___PERENDCST___Ending value
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERENDQTY,Ending quantity,QTY,,STOCOSTPIT___PERENDQTY___Ending quantity
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERISSCST,Period issue value,MD7,,STOCOSTPIT___PERISSCST___Period issue value
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERISSQTY,Period issue qty.,QTY,,STOCOSTPIT___PERISSQTY___Period issue qty.
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERNUM,Period number,C,,STOCOSTPIT___PERNUM___Period number
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERRCPCST,Period receipt value,MD7,,STOCOSTPIT___PERRCPCST___Period receipt value
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERRCPQTY,Period receipt qty.,QTY,,STOCOSTPIT___PERRCPQTY___Period receipt qty.
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERSTR,Period start,D,,STOCOSTPIT___PERSTR___Period start
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERVALCHG,Period value change,MD7,,STOCOSTPIT___PERVALCHG___Period value change
STOCOSTPIT,STPP,Stock FIFO cost PIT,PERVALCHGQTY,Period value change,QTY,,STOCOSTPIT___PERVALCHGQTY___Period value change
STOCOSTPIT,STPP,Stock FIFO cost PIT,RECALCDT,Resync date,ADATIM,,STOCOSTPIT___RECALCDT___Resync date
STOCOSTPIT,STPP,Stock FIFO cost PIT,RECALCUSR,Resync user,AUS,[AUS]CODUSR=[STPP]RECALCUSR,STOCOSTPIT___RECALCUSR___Resync user
STOCOSTPIT,STPP,Stock FIFO cost PIT,STOFCY,Storage site,FCY,[FCY]FCY0=[STPP]STOFCY,STOCOSTPIT___STOFCY___Storage site
STOCOSTPIT,STPP,Stock FIFO cost PIT,UPDDATTIM,Date time,ADATIM,,STOCOSTPIT___UPDDATTIM___Date time
STOCOSTPIT,STPP,Stock FIFO cost PIT,UPDUSR,User,AUS,[AUS]CODUSR=[STPP]UPDUSR,STOCOSTPIT___UPDUSR___User
STOCOSTPIT,STPP,Stock FIFO cost PIT,VLTNUM,Method no.,C,,STOCOSTPIT___VLTNUM___Method no.
STOLOTFCYPIT,SLFP,Lot-site PIT,AUUID,Single identifier,AUUID,,STOLOTFCYPIT___AUUID___Single identifier
STOLOTFCYPIT,SLFP,Lot-site PIT,BEGAVC,Beginning avg. cost,MD7,,STOLOTFCYPIT___BEGAVC___Beginning avg. cost
STOLOTFCYPIT,SLFP,Lot-site PIT,BEGBASAMT,Beginning base amt.,MD7,,STOLOTFCYPIT___BEGBASAMT___Beginning base amt.
STOLOTFCYPIT,SLFP,Lot-site PIT,BEGBASQTY,Beginning base qty.,QTY,,STOLOTFCYPIT___BEGBASQTY___Beginning base qty.
STOLOTFCYPIT,SLFP,Lot-site PIT,CREDATTIM,Date time,ADATIM,,STOLOTFCYPIT___CREDATTIM___Date time
STOLOTFCYPIT,SLFP,Lot-site PIT,CREUSR,User,AUS,[AUS]CODUSR=[SLFP]CREUSR,STOLOTFCYPIT___CREUSR___User
STOLOTFCYPIT,SLFP,Lot-site PIT,ENDAVC,Ending average cost,MD7,,STOLOTFCYPIT___ENDAVC___Ending average cost
STOLOTFCYPIT,SLFP,Lot-site PIT,ENDBASAMT,Ending base amount,MD7,,STOLOTFCYPIT___ENDBASAMT___Ending base amount
STOLOTFCYPIT,SLFP,Lot-site PIT,ENDBASQTY,Ending base quantity,QTY,,STOLOTFCYPIT___ENDBASQTY___Ending base quantity
STOLOTFCYPIT,SLFP,Lot-site PIT,FIYNUM,Fiscal year,C,,STOLOTFCYPIT___FIYNUM___Fiscal year
STOLOTFCYPIT,SLFP,Lot-site PIT,ITMREF,Product,ITM,[ITM]ITM0=[SLFP]ITMREF,STOLOTFCYPIT___ITMREF___Product
STOLOTFCYPIT,SLFP,Lot-site PIT,LOT,Lot,LOT,,STOLOTFCYPIT___LOT___Lot
STOLOTFCYPIT,SLFP,Lot-site PIT,PERAMTDEV,Total not absorbed,MD1,,STOLOTFCYPIT___PERAMTDEV___Total not absorbed
STOLOTFCYPIT,SLFP,Lot-site PIT,PERCUMAMT,Period total amt.,MD7,,STOLOTFCYPIT___PERCUMAMT___Period total amt.
STOLOTFCYPIT,SLFP,Lot-site PIT,PERCUMAVC,Total average cost,MD7,,STOLOTFCYPIT___PERCUMAVC___Total average cost
STOLOTFCYPIT,SLFP,Lot-site PIT,PERCUMQTY,Period total qty.,QTY,,STOLOTFCYPIT___PERCUMQTY___Period total qty.
STOLOTFCYPIT,SLFP,Lot-site PIT,PEREND,Period end,D,,STOLOTFCYPIT___PEREND___Period end
STOLOTFCYPIT,SLFP,Lot-site PIT,PERISSAMT,Period issue amt.,MD7,,STOLOTFCYPIT___PERISSAMT___Period issue amt.
STOLOTFCYPIT,SLFP,Lot-site PIT,PERISSQTY,Period issue qty.,QTY,,STOLOTFCYPIT___PERISSQTY___Period issue qty.
STOLOTFCYPIT,SLFP,Lot-site PIT,PERNUM,Period number,C,,STOLOTFCYPIT___PERNUM___Period number
STOLOTFCYPIT,SLFP,Lot-site PIT,PERRCPAMT,Period receipt amt.,MD7,,STOLOTFCYPIT___PERRCPAMT___Period receipt amt.
STOLOTFCYPIT,SLFP,Lot-site PIT,PERRCPQTY,Period receipt qty.,QTY,,STOLOTFCYPIT___PERRCPQTY___Period receipt qty.
STOLOTFCYPIT,SLFP,Lot-site PIT,PERSTR,Period start,D,,STOLOTFCYPIT___PERSTR___Period start
STOLOTFCYPIT,SLFP,Lot-site PIT,PERVALCHG,Period value change,MD7,,STOLOTFCYPIT___PERVALCHG___Period value change
STOLOTFCYPIT,SLFP,Lot-site PIT,RECALCDT,Resync date,ADATIM,,STOLOTFCYPIT___RECALCDT___Resync date
STOLOTFCYPIT,SLFP,Lot-site PIT,RECALCUSR,Resync user,AUS,[AUS]CODUSR=[SLFP]RECALCUSR,STOLOTFCYPIT___RECALCUSR___Resync user
STOLOTFCYPIT,SLFP,Lot-site PIT,SLO,Sublot,SLO,,STOLOTFCYPIT___SLO___Sublot
STOLOTFCYPIT,SLFP,Lot-site PIT,STOFCY,Storage site,FCY,[FCY]FCY0=[SLFP]STOFCY,STOLOTFCYPIT___STOFCY___Storage site
STOLOTFCYPIT,SLFP,Lot-site PIT,UPDDATTIM,Date time,ADATIM,,STOLOTFCYPIT___UPDDATTIM___Date time
STOLOTFCYPIT,SLFP,Lot-site PIT,UPDUSR,User,AUS,[AUS]CODUSR=[SLFP]UPDUSR,STOLOTFCYPIT___UPDUSR___User
STOLOTFCYPIT,SLFP,Lot-site PIT,VLTNUM,Method no.,C,,STOLOTFCYPIT___VLTNUM___Method no.
STOQLYSMP,SMP,Qual. control sampling,AUUID,Single identifier,AUUID,,STOQLYSMP___AUUID___Single identifier
STOQLYSMP,SMP,Qual. control sampling,CODSMP,Sampling code,A,,STOQLYSMP___CODSMP___Sampling code
STOQLYSMP,SMP,Qual. control sampling,CREDAT,Date created,D,,STOQLYSMP___CREDAT___Date created
STOQLYSMP,SMP,Qual. control sampling,CREDATTIM,Date time,ADATIM,,STOQLYSMP___CREDATTIM___Date time
STOQLYSMP,SMP,Qual. control sampling,CREUSR,Creation user,A,,STOQLYSMP___CREUSR___Creation user
STOQLYSMP,SMP,Qual. control sampling,EXPNUM,Export number,L,,STOQLYSMP___EXPNUM___Export number
STOQLYSMP,SMP,Qual. control sampling,ITMREF,Product,ITM,[ITM]ITM0=[SMP]ITMREF,STOQLYSMP___ITMREF___Product
STOQLYSMP,SMP,Qual. control sampling,LOT,Lot,LOT,,STOQLYSMP___LOT___Lot
STOQLYSMP,SMP,Qual. control sampling,QTYACP,Acceptance,L,,STOQLYSMP___QTYACP___Acceptance
STOQLYSMP,SMP,Qual. control sampling,QTYINISTU,Initial quantity,QTY,,STOQLYSMP___QTYINISTU___Initial quantity
STOQLYSMP,SMP,Qual. control sampling,QTYSMP,Sampling size,L,,STOQLYSMP___QTYSMP___Sampling size
STOQLYSMP,SMP,Qual. control sampling,QTYSMPACP,Accepted quantity,L,,STOQLYSMP___QTYSMPACP___Accepted quantity
STOQLYSMP,SMP,Qual. control sampling,QTYSMPREF,Refused quantity,L,,STOQLYSMP___QTYSMPREF___Refused quantity
STOQLYSMP,SMP,Qual. control sampling,RENSMP,Reason,ADI,[ADI]CODE=104;RENSMP,STOQLYSMP___RENSMP___Reason
STOQLYSMP,SMP,Qual. control sampling,STASMP,Status,A,,STOQLYSMP___STASMP___Status
STOQLYSMP,SMP,Qual. control sampling,STASMPCAL,Initial status,A,,STOQLYSMP___STASMPCAL___Initial status
STOQLYSMP,SMP,Qual. control sampling,STU,Stock unit,UOM,[TUN]TUN0=[SMP]STU,STOQLYSMP___STU___Stock unit
STOQLYSMP,SMP,Qual. control sampling,UPDDAT,Change date,D,,STOQLYSMP___UPDDAT___Change date
STOQLYSMP,SMP,Qual. control sampling,UPDDATTIM,Date time,ADATIM,,STOQLYSMP___UPDDATTIM___Date time
STOQLYSMP,SMP,Qual. control sampling,UPDUSR,Change user,A,,STOQLYSMP___UPDUSR___Change user
STOQLYSMP,SMP,Qual. control sampling,VCRNUM,Analysis request,VCR,,STOQLYSMP___VCRNUM___Analysis request
STOQLYSMP,SMP,Qual. control sampling,VCRTYP,Entry type,M,,STOQLYSMP___VCRTYP___Entry type
STPPITTMP,STPT,Stock FIFO cost PIT,AUUID,Single identifier,AUUID,,STPPITTMP___AUUID___Single identifier
STPPITTMP,STPT,Stock FIFO cost PIT,CREDATTIM,Date time,ADATIM,,STPPITTMP___CREDATTIM___Date time
STPPITTMP,STPT,Stock FIFO cost PIT,CREUSR,User,AUS,[AUS]CODUSR=[STPT]CREUSR,STPPITTMP___CREUSR___User
STPPITTMP,STPT,Stock FIFO cost PIT,CSTCOU,Chronological FIFO costs,DCB,,STPPITTMP___CSTCOU___Chronological FIFO costs
STPPITTMP,STPT,Stock FIFO cost PIT,CSTDAT,Allocation date,D,,STPPITTMP___CSTDAT___Allocation date
STPPITTMP,STPT,Stock FIFO cost PIT,CSTTIM,Time,HS,,STPPITTMP___CSTTIM___Time
STPPITTMP,STPT,Stock FIFO cost PIT,FIYNUM,Fiscal year,C,,STPPITTMP___FIYNUM___Fiscal year
STPPITTMP,STPT,Stock FIFO cost PIT,ITMREF,Product,ITM,[ITM]ITM0=[STPT]ITMREF,STPPITTMP___ITMREF___Product
STPPITTMP,STPT,Stock FIFO cost PIT,PERAMTDEV,Total not absorbed,MD1,,STPPITTMP___PERAMTDEV___Total not absorbed
STPPITTMP,STPT,Stock FIFO cost PIT,PERBEGCST,Beginning value,MD7,,STPPITTMP___PERBEGCST___Beginning value
STPPITTMP,STPT,Stock FIFO cost PIT,PERBEGQTY,Beginning quantity,QTY,,STPPITTMP___PERBEGQTY___Beginning quantity
STPPITTMP,STPT,Stock FIFO cost PIT,PERCUMCST,Period total value,MD7,,STPPITTMP___PERCUMCST___Period total value
STPPITTMP,STPT,Stock FIFO cost PIT,PERCUMQTY,Period total qty.,QTY,,STPPITTMP___PERCUMQTY___Period total qty.
STPPITTMP,STPT,Stock FIFO cost PIT,PEREND,Period end,D,,STPPITTMP___PEREND___Period end
STPPITTMP,STPT,Stock FIFO cost PIT,PERENDCST,Ending value,MD7,,STPPITTMP___PERENDCST___Ending value
STPPITTMP,STPT,Stock FIFO cost PIT,PERENDQTY,Ending quantity,QTY,,STPPITTMP___PERENDQTY___Ending quantity
STPPITTMP,STPT,Stock FIFO cost PIT,PERISSCST,Period issue value,MD7,,STPPITTMP___PERISSCST___Period issue value
STPPITTMP,STPT,Stock FIFO cost PIT,PERISSQTY,Period issue qty.,QTY,,STPPITTMP___PERISSQTY___Period issue qty.
STPPITTMP,STPT,Stock FIFO cost PIT,PERNUM,Period number,C,,STPPITTMP___PERNUM___Period number
STPPITTMP,STPT,Stock FIFO cost PIT,PERRCPCST,Period receipt value,MD7,,STPPITTMP___PERRCPCST___Period receipt value
STPPITTMP,STPT,Stock FIFO cost PIT,PERRCPQTY,Period receipt qty.,QTY,,STPPITTMP___PERRCPQTY___Period receipt qty.
STPPITTMP,STPT,Stock FIFO cost PIT,PERSTR,Period start,D,,STPPITTMP___PERSTR___Period start
STPPITTMP,STPT,Stock FIFO cost PIT,PERVALCHG,Period value change,MD7,,STPPITTMP___PERVALCHG___Period value change
STPPITTMP,STPT,Stock FIFO cost PIT,PERVALCHGQTY,Period value change,QTY,,STPPITTMP___PERVALCHGQTY___Period value change
STPPITTMP,STPT,Stock FIFO cost PIT,RECALCDT,Resync date,ADATIM,,STPPITTMP___RECALCDT___Resync date
STPPITTMP,STPT,Stock FIFO cost PIT,RECALCUSR,Resync user,AUS,[AUS]CODUSR=[STPT]RECALCUSR,STPPITTMP___RECALCUSR___Resync user
STPPITTMP,STPT,Stock FIFO cost PIT,STOFCY,Storage site,FCY,[FCY]FCY0=[STPT]STOFCY,STPPITTMP___STOFCY___Storage site
STPPITTMP,STPT,Stock FIFO cost PIT,SYNNUM,Unique identifier,L,,STPPITTMP___SYNNUM___Unique identifier
STPPITTMP,STPT,Stock FIFO cost PIT,UPDDATTIM,Date time,ADATIM,,STPPITTMP___UPDDATTIM___Date time
STPPITTMP,STPT,Stock FIFO cost PIT,UPDUSR,User,AUS,[AUS]CODUSR=[STPT]UPDUSR,STPPITTMP___UPDUSR___User
STPPITTMP,STPT,Stock FIFO cost PIT,VLTNUM,Method no.,C,,STPPITTMP___VLTNUM___Method no.
SUBCONT,PRX,Service supplier,AUUID,Single identifier,AUUID,,SUBCONT___AUUID___Single identifier
SUBCONT,PRX,Service supplier,BPRNUM,BP code,BPR,[BPR]BPR0=[PRX]BPRNUM,SUBCONT___BPRNUM___BP code
SUBCONT,PRX,Service supplier,CREDATTIM,Date time,ADATIM,,SUBCONT___CREDATTIM___Date time
SUBCONT,PRX,Service supplier,CREUSR,User,AUS,[AUS]CODUSR=[PRX]CREUSR,SUBCONT___CREUSR___User
SUBCONT,PRX,Service supplier,CUR,Currency,CUR,[TCU]TCU0=[PRX]CUR,SUBCONT___CUR___Currency
SUBCONT,PRX,Service supplier,EVRARA,All fields,M,,SUBCONT___EVRARA___All fields
SUBCONT,PRX,Service supplier,EXSINV,Expense invoicing,ADI,[ADI]CODE=423;EXSINV,SUBCONT___EXSINV___Expense invoicing
SUBCONT,PRX,Service supplier,EXSVLT,Expense costing,DCB,,SUBCONT___EXSVLT___Expense costing
SUBCONT,PRX,Service supplier,PTE,Payment term,PTE,[TPT]TPT0=PTE;[V]GCURLEG;1,SUBCONT___PTE___Payment term
SUBCONT,PRX,Service supplier,RATHOU,Hourly rate,DCB,,SUBCONT___RATHOU___Hourly rate
SUBCONT,PRX,Service supplier,UPDDATTIM,Date time,ADATIM,,SUBCONT___UPDDATTIM___Date time
SUBCONT,PRX,Service supplier,UPDUSR,User,AUS,[AUS]CODUSR=[PRX]UPDUSR,SUBCONT___UPDUSR___User
SVATCTL,SVAT,Control SVAT rules,AUUID,Single identifier,AUUID,,SVATCTL___AUUID___Single identifier
SVATCTL,SVAT,Control SVAT rules,CREDATTIM,Date time,ADATIM,,SVATCTL___CREDATTIM___Date time
SVATCTL,SVAT,Control SVAT rules,CREUSR,User,AUS,[AUS]CODUSR=[SVAT]CREUSR,SVATCTL___CREUSR___User
SVATCTL,SVAT,Control SVAT rules,DES,Description,A,,SVATCTL___DES___Description
SVATCTL,SVAT,Control SVAT rules,LEDTYPE,Ledger type,M,,SVATCTL___LEDTYPE___Ledger type
SVATCTL,SVAT,Control SVAT rules,ROOTACC,Account root no.,A,,SVATCTL___ROOTACC___Account root no.
SVATCTL,SVAT,Control SVAT rules,SIGN,Expected sign,M,,SVATCTL___SIGN___Expected sign
SVATCTL,SVAT,Control SVAT rules,TAXCOD,Taxonomy code,A,,SVATCTL___TAXCOD___Taxonomy code
SVATCTL,SVAT,Control SVAT rules,UPDDATTIM,Date time,ADATIM,,SVATCTL___UPDDATTIM___Date time
